Name,Likes,Activity,Local,Date,Hour,Weather
Doe,night_activities,Stargazing,Port Leah,2023-10-14,01:20,Rainy
John,physical_activities,Walking the dog,New James,2023-09-30,00:09,Windy
Bob,water_activities,Scuba Diving ,New Glennshire,2023-10-13,17:58,Rainy
Charlie,sports_activities,Stargazing,Garciabury,2023-09-16,21:16,Snowy
Jane,artistic_activities,Singing ,Adrienneshire,2023-10-13,06:45,Rainy
Bob,water_activities,Stargazing,Cervantesstad,2023-10-09,22:17,Windy
Bob,water_activities,Potluck Dinner,Johnberg,2023-09-28,22:50,Cloudy
Charlie,sports_activities,Skiing ,Anneland,2023-09-28,18:20,Windy
Eve,home_activities,Singing ,Port Jesseview,2023-09-25,11:31,Sunny
John,physical_activities,Bowling,Michaelmouth,2023-09-24,16:48,Windy
Eve,home_activities,Tea Ceremony,Garciamouth,2023-10-01,20:58,Snowy
Doe,night_activities,Stargazing,North Michaelfurt,2023-10-03,12:37,Cloudy
Bob,water_activities,Swimming,New Briantown,2023-09-18,13:07,Snowy
Mallory,extreme_activities,Kite Flying,Lake Lindsey,2023-09-21,17:32,Sunny
Mallory,extreme_activities,Scuba Diving ,South Melissa,2023-09-28,07:00,Cloudy
Charlie,sports_activities,Bowling,Port Brent,2023-09-29,15:39,Rainy
Bob,water_activities,Hiking ,Port Annachester,2023-09-16,02:16,Cloudy
Doe,night_activities,Walking the dog,Port Sandrachester,2023-10-12,16:41,Sunny
Jane,artistic_activities,Meditation Retreat ,East Matthew,2023-10-06,12:59,Windy
Charlie,sports_activities,Scuba Diving ,Carriefort,2023-09-19,14:53,Snowy
Charlie,sports_activities,Walking the dog,Jameston,2023-09-17,01:53,Windy
Alice,outdoor_activities,Whale Watching,West Angelaside,2023-10-02,19:24,Rainy
John,physical_activities,Beach Volleyball,Donovanberg,2023-09-25,07:45,Sunny
Bob,water_activities,Canoeing,Port Donaldbury,2023-09-29,17:45,Snowy
Mallory,extreme_activities,Rock Climbing ,Jasonmouth,2023-09-20,13:01,Rainy
Eve,home_activities,Hiking ,Johnsonburgh,2023-09-22,04:26,Sunny
Mallory,extreme_activities,Walking the dog,Fischerfurt,2023-10-12,04:54,Snowy
Mallory,extreme_activities,Hiking ,Garciamouth,2023-09-26,00:25,Snowy
Alice,outdoor_activities,Fencing ,Joeton,2023-10-01,13:42,Snowy
Alice,outdoor_activities,Kite Flying,Yustad,2023-10-07,15:56,Rainy
Mallory,extreme_activities,Ice Skating,North Lindsayton,2023-09-27,08:11,Snowy
Charlie,sports_activities,Baseball,Port Alexa,2023-10-08,09:14,Windy
Alice,outdoor_activities,Bird Watching ,Potterfort,2023-09-23,11:27,Rainy
Doe,night_activities,Stargazing,Kristinchester,2023-09-17,05:01,Snowy
Mallory,extreme_activities,Skiing ,West Chloeborough,2023-09-21,18:51,Windy
Doe,night_activities,Walking the dog,Floresfurt,2023-10-14,08:42,Windy
Mallory,extreme_activities,Rafting,West Molly,2023-09-22,07:06,Cloudy
Doe,night_activities,Movie Watching,Kellerburgh,2023-10-13,05:40,Cloudy
Jane,artistic_activities,Drawing ,Jeremyton,2023-10-03,15:09,Rainy
Doe,night_activities,Movie Watching,Sloanchester,2023-09-26,03:21,Sunny
Eve,home_activities,Yoga ,East Justin,2023-10-10,08:18,Windy
Bob,water_activities,Stargazing,Myerschester,2023-09-27,04:53,Snowy
Mallory,extreme_activities,Surfing,Hunterside,2023-09-24,09:29,Cloudy
John,physical_activities,Beach Volleyball,New Loriland,2023-09-26,18:12,Windy
Jane,artistic_activities,Hiking ,North Jamie,2023-09-24,01:39,Windy
Charlie,sports_activities,Walking the dog,New Justin,2023-09-25,22:59,Sunny
Mallory,extreme_activities,Movie Watching,South Charles,2023-10-13,02:05,Cloudy
Jane,artistic_activities,Museum Visit,North Royside,2023-10-12,14:09,Sunny
Alice,outdoor_activities,Charity Work ,South Tiffanybury,2023-09-29,16:38,Cloudy
Bob,water_activities,Canoeing,Barnestown,2023-10-10,06:27,Cloudy
Eve,home_activities,Stargazing,Wesleyside,2023-10-01,05:49,Snowy
John,physical_activities,Snowboarding,Cantrellburgh,2023-10-01,18:45,Sunny
Eve,home_activities,Singing ,South Jefferyberg,2023-10-15,13:21,Sunny
Alice,outdoor_activities,Kayaking,Seanfurt,2023-10-06,13:45,Rainy
John,physical_activities,Walking the dog,South Maryview,2023-10-12,13:32,Sunny
Alice,outdoor_activities,Camping ,Oconnorchester,2023-10-02,15:28,Windy
Bob,water_activities,Scuba Diving ,Davidfort,2023-10-06,19:15,Rainy
Bob,water_activities,Scuba Diving ,West Michael,2023-10-13,11:54,Sunny
Alice,outdoor_activities,Fruit Picking,Amyview,2023-10-02,16:16,Windy
John,physical_activities,Spa Day  ,Joseside,2023-09-21,19:05,Snowy
Mallory,extreme_activities,Rock Climbing ,Millerborough,2023-09-22,15:12,Snowy
Alice,outdoor_activities,Skiing ,Acevedoville,2023-10-08,11:01,Windy
Mallory,extreme_activities,Walking the dog,East Patrick,2023-09-18,05:45,Sunny
Doe,night_activities,Movie Watching,Whitneyfurt,2023-09-29,19:06,Windy
Alice,outdoor_activities,Amusement Park Visit,Lake Mollyside,2023-10-12,19:44,Snowy
Doe,night_activities,Walking the dog,Brianville,2023-09-30,03:55,Windy
Jane,artistic_activities,Hiking ,North Nancy,2023-09-21,21:07,Sunny
Alice,outdoor_activities,Hiking ,New Joshua,2023-10-15,22:30,Cloudy
Mallory,extreme_activities,Surfing,Jeremychester,2023-10-03,10:38,Sunny
Jane,artistic_activities,Hiking ,Port Susan,2023-10-06,23:36,Sunny
Bob,water_activities,Sauna  ,Andersonbury,2023-10-06,17:39,Snowy
Charlie,sports_activities,Sailing,Michaelland,2023-10-14,08:39,Snowy
Eve,home_activities,Farming Activities,New Kevinbury,2023-10-02,10:40,Rainy
John,physical_activities,Movie Watching,East Jeffrey,2023-10-07,05:30,Snowy
Bob,water_activities,Whale Watching,Floydbury,2023-10-05,19:08,Rainy
Doe,night_activities,Stargazing,Wardland,2023-09-29,12:41,Rainy
Mallory,extreme_activities,Rafting,East Haleyville,2023-09-26,10:15,Windy
Mallory,extreme_activities,Rafting,South Janetmouth,2023-10-06,14:44,Sunny
Eve,home_activities,Potluck Dinner,Port Angelatown,2023-10-15,01:09,Snowy
Jane,artistic_activities,Movie Watching,East Vickieview,2023-09-24,02:47,Snowy
Doe,night_activities,Potluck Dinner,Harmonmouth,2023-10-07,10:08,Windy
Eve,home_activities,Reading ,Kelleychester,2023-09-20,16:42,Rainy
John,physical_activities,Snowboarding,Peterville,2023-09-17,17:53,Cloudy
Eve,home_activities,Stargazing,Lake Todd,2023-09-29,02:57,Snowy
Charlie,sports_activities,Movie Watching,East David,2023-10-02,01:56,Windy
Mallory,extreme_activities,Movie Watching,Lake Aaron,2023-09-29,05:03,Snowy
Doe,night_activities,Movie Watching,Parkstown,2023-09-28,19:11,Rainy
Mallory,extreme_activities,Archery,Lake David,2023-09-16,16:14,Cloudy
Jane,artistic_activities,Drawing ,Hillmouth,2023-09-23,12:42,Sunny
Jane,artistic_activities,Movie Watching,Reedstad,2023-10-15,09:12,Cloudy
Charlie,sports_activities,Gym Workout ,Lake Laurie,2023-10-06,15:23,Snowy
Eve,home_activities,Hiking ,North Natashaberg,2023-10-09,02:27,Cloudy
John,physical_activities,Rugby,East Stephanie,2023-09-18,11:09,Snowy
John,physical_activities,Tennis,Port Angelica,2023-09-23,15:04,Rainy
Bob,water_activities,Movie Watching,Anthonyfort,2023-09-16,05:00,Cloudy
John,physical_activities,Potluck Dinner,Martinezside,2023-10-10,22:11,Windy
Doe,night_activities,Potluck Dinner,Ericmouth,2023-10-12,12:41,Snowy
Doe,night_activities,Hiking ,Sarahview,2023-10-07,22:01,Snowy
Mallory,extreme_activities,Potluck Dinner,Robinsonville,2023-09-19,22:49,Sunny
John,physical_activities,Horseback Riding,Smithview,2023-10-04,09:11,Sunny
Charlie,sports_activities,Dancing ,Port Yolanda,2023-10-11,15:27,Sunny
Doe,night_activities,Walking the dog,Juliefurt,2023-10-03,13:08,Rainy
Mallory,extreme_activities,Potluck Dinner,Haileyview,2023-09-18,21:42,Snowy
Mallory,extreme_activities,Movie Watching,Brittanyport,2023-09-29,03:12,Rainy
John,physical_activities,Yoga,East Glenn,2023-10-11,16:29,Cloudy
Bob,water_activities,Hiking ,North Richard,2023-09-17,04:27,Snowy
Mallory,extreme_activities,Walking the dog,Port Jason,2023-09-27,00:21,Windy
Eve,home_activities,Playing a musical instrument,Port Nicolebury,2023-09-29,07:59,Snowy
John,physical_activities,Stargazing,Raymondport,2023-09-18,02:29,Rainy
Doe,night_activities,Walking the dog,Williammouth,2023-10-11,07:44,Rainy
John,physical_activities,Stargazing,South Dillon,2023-09-30,23:43,Cloudy
Eve,home_activities,Walking the dog,Whitneyfort,2023-10-11,22:39,Cloudy
John,physical_activities,Rock Climbing ,Port Amberbury,2023-10-12,11:27,Sunny
Charlie,sports_activities,Gym Workout ,Knightborough,2023-10-09,10:27,Snowy
Jane,artistic_activities,Art Gallery Visit,Leeport,2023-09-27,18:36,Rainy
Bob,water_activities,Whale Watching,Martinezmouth,2023-09-20,06:03,Cloudy
Alice,outdoor_activities,Hiking ,East Cynthiaton,2023-09-30,23:55,Windy
Charlie,sports_activities,Snowboarding ,Klinefurt,2023-10-02,15:59,Rainy
Eve,home_activities,Writing,Hugheston,2023-10-05,06:32,Rainy
Charlie,sports_activities,Baseball,West Joseside,2023-10-04,10:49,Cloudy
Mallory,extreme_activities,Hiking ,Lanehaven,2023-09-17,02:23,Rainy
Jane,artistic_activities,Stargazing,Port Kathryn,2023-10-12,02:58,Snowy
Doe,night_activities,Potluck Dinner,North Jeffrey,2023-09-28,17:02,Rainy
Doe,night_activities,Walking the dog,East Holly,2023-10-04,08:54,Sunny
Charlie,sports_activities,Dancing ,Lake Joseberg,2023-09-29,12:15,Cloudy
John,physical_activities,Walking the dog,South Johnfurt,2023-09-21,03:40,Windy
John,physical_activities,Facial Treatment,South Cynthiaville,2023-09-21,15:54,Snowy
John,physical_activities,Tennis,Jamesborough,2023-09-25,20:00,Cloudy
Charlie,sports_activities,Bowling,Millsview,2023-10-06,12:13,Cloudy
Bob,water_activities,Movie Watching,Maddoxberg,2023-10-08,22:22,Sunny
Doe,night_activities,Movie Watching,Charleshaven,2023-09-30,08:17,Windy
Bob,water_activities,Hot Spring Bath,Harrisfurt,2023-09-25,08:58,Sunny
Bob,water_activities,Whale Watching,East Kara,2023-09-17,12:18,Snowy
John,physical_activities,Rock Climbing ,East Monica,2023-09-20,16:30,Rainy
Bob,water_activities,Scuba Diving ,North Kristinaview,2023-09-30,17:16,Windy
Doe,night_activities,Stargazing,South Kimberly,2023-09-25,02:21,Rainy
Mallory,extreme_activities,Stargazing,Christopherfort,2023-09-30,02:42,Windy
John,physical_activities,Movie Watching,North Andrewshire,2023-10-06,05:36,Rainy
Jane,artistic_activities,Cooking,Onealfurt,2023-10-03,14:39,Cloudy
Doe,night_activities,Stargazing,East Moniquestad,2023-10-10,00:24,Windy
Doe,night_activities,Movie Watching,Mayerside,2023-09-29,06:15,Sunny
John,physical_activities,Spa Day  ,North Anne,2023-10-06,11:28,Snowy
Doe,night_activities,Stargazing,East Nicolehaven,2023-09-29,01:12,Rainy
Charlie,sports_activities,Beach Volleyball,Duncanshire,2023-09-27,12:11,Snowy
Bob,water_activities,Potluck Dinner,New Breanna,2023-09-25,23:31,Snowy
Doe,night_activities,Stargazing,Davidshire,2023-09-17,14:22,Windy
Doe,night_activities,Hiking ,New Timothy,2023-10-14,07:28,Windy
Doe,night_activities,Movie Watching,Aaronbury,2023-10-07,09:21,Sunny
Eve,home_activities,Hiking ,Cainbury,2023-09-26,00:44,Rainy
Bob,water_activities,Sauna  ,Port Cesarton,2023-09-23,10:24,Cloudy
Mallory,extreme_activities,Stargazing,North Patriciastad,2023-10-06,21:03,Sunny
Mallory,extreme_activities,Hiking ,Hollandbury,2023-09-21,00:32,Snowy
Jane,artistic_activities,Meditation Retreat ,South Laura,2023-10-07,09:16,Sunny
Mallory,extreme_activities,Snowboarding ,Jamesshire,2023-09-18,15:33,Snowy
Alice,outdoor_activities,Archery ,South Deborahside,2023-09-30,11:41,Rainy
Mallory,extreme_activities,Potluck Dinner,Kaylafort,2023-10-01,22:42,Snowy
Charlie,sports_activities,Kite Flying,New Joseph,2023-09-18,16:53,Rainy
Charlie,sports_activities,Golfing,Janiceborough,2023-09-18,10:59,Sunny
Charlie,sports_activities,Soccer,New Dakota,2023-09-20,16:53,Rainy
Bob,water_activities,Movie Watching,Matthewborough,2023-09-30,22:02,Sunny
Bob,water_activities,Canoeing,Port Joseph,2023-10-03,18:02,Windy
Jane,artistic_activities,Writing,South Brendaburgh,2023-10-03,07:50,Snowy
Doe,night_activities,Movie Watching,New Kristin,2023-09-27,04:13,Snowy
Eve,home_activities,Card Games ,New Dianeland,2023-10-11,19:58,Cloudy
Doe,night_activities,Hiking ,Lake Markmouth,2023-10-02,00:19,Cloudy
Doe,night_activities,Hiking ,Pettyside,2023-10-06,04:53,Snowy
John,physical_activities,Horseback Riding,Johnborough,2023-09-29,09:16,Sunny
Doe,night_activities,Potluck Dinner,New Rebecca,2023-09-16,22:08,Cloudy
John,physical_activities,Movie Watching,Port Carolynburgh,2023-10-08,03:18,Rainy
Charlie,sports_activities,Soccer,New Williamborough,2023-09-19,17:21,Sunny
Mallory,extreme_activities,Stargazing,Lambertmouth,2023-09-19,02:17,Sunny
Bob,water_activities,Rafting,Markville,2023-10-05,10:00,Snowy
Charlie,sports_activities,Gym Workout ,Port Jennifer,2023-10-01,16:15,Cloudy
Alice,outdoor_activities,Sunbathing ,New Dianaborough,2023-10-02,06:25,Windy
Alice,outdoor_activities,Movie Watching,Port Laura,2023-10-08,05:13,Sunny
Doe,night_activities,Movie Watching,Stephenhaven,2023-09-16,08:47,Rainy
Jane,artistic_activities,Book Club Participation,Crosbyport,2023-09-20,14:57,Sunny
Charlie,sports_activities,Hiking ,Hurleymouth,2023-09-17,04:52,Windy
Jane,artistic_activities,Comedy Show Attendance,Port Lawrenceshire,2023-10-01,20:11,Rainy
John,physical_activities,Potluck Dinner,Paigefort,2023-10-05,23:41,Rainy
Alice,outdoor_activities,Stargazing,Debrabury,2023-10-09,02:30,Windy
Charlie,sports_activities,Stargazing,Lake Gary,2023-10-06,00:05,Snowy
Jane,artistic_activities,Stargazing,Whitefort,2023-10-06,01:00,Windy
Jane,artistic_activities,Potluck Dinner,West Jameston,2023-10-10,00:01,Rainy
Jane,artistic_activities,Pottery,New Patrick,2023-10-09,10:58,Cloudy
Charlie,sports_activities,Hiking ,New Lisa,2023-10-07,02:43,Cloudy
Eve,home_activities,Walking the dog,South Arthurton,2023-09-21,01:39,Sunny
Bob,water_activities,Scuba Diving ,North Richard,2023-09-28,10:19,Windy
Charlie,sports_activities,Kite Flying,Kinghaven,2023-10-04,12:31,Sunny
Alice,outdoor_activities,Archery ,Weberbury,2023-09-22,10:55,Cloudy
Mallory,extreme_activities,Hiking ,Valdezview,2023-10-04,23:08,Sunny
Jane,artistic_activities,Art Gallery Visit,South Brian,2023-10-08,10:43,Snowy
Mallory,extreme_activities,Hiking ,Roachburgh,2023-10-12,01:40,Rainy
Doe,night_activities,Movie Watching,North Bryanbury,2023-10-11,21:08,Rainy
John,physical_activities,Movie Watching,Millerburgh,2023-10-06,01:50,Rainy
John,physical_activities,Swimming,West Derrick,2023-09-24,14:56,Cloudy
Jane,artistic_activities,Hiking ,Vangmouth,2023-09-17,21:07,Cloudy
Eve,home_activities,Yoga ,Bellside,2023-09-24,08:43,Rainy
Eve,home_activities,Movie Watching,Stevenborough,2023-10-03,03:51,Cloudy
Eve,home_activities,Potluck Dinner,Lake Katie,2023-09-23,21:42,Rainy
Jane,artistic_activities,Singing ,South Xavier,2023-10-05,06:37,Sunny
John,physical_activities,Stargazing,Lake Edward,2023-10-14,21:43,Windy
Bob,water_activities,Potluck Dinner,Port Ericmouth,2023-09-27,03:12,Snowy
Eve,home_activities,Chess ,New Scott,2023-09-23,07:44,Windy
Jane,artistic_activities,Movie Watching,Floresberg,2023-09-27,02:08,Cloudy
John,physical_activities,Hiking ,Lisaland,2023-10-11,22:35,Windy
Doe,night_activities,Hiking ,Charlesberg,2023-09-26,08:21,Cloudy
Bob,water_activities,Hot Spring Bath,Jacksonberg,2023-10-14,16:40,Snowy
Charlie,sports_activities,Hiking ,South William,2023-10-03,23:40,Sunny
Charlie,sports_activities,Walking the dog,Port Roger,2023-10-03,02:34,Sunny
Bob,water_activities,Movie Watching,Patriciafurt,2023-10-14,05:50,Rainy
Alice,outdoor_activities,Card Games ,Francesland,2023-10-13,06:44,Rainy
Eve,home_activities,Movie Watching,North Keithfort,2023-09-28,04:45,Cloudy
Jane,artistic_activities,Photography,North Debbiefurt,2023-09-24,15:29,Sunny
Charlie,sports_activities,Fencing,New Kenneth,2023-09-24,13:20,Cloudy
Doe,night_activities,Stargazing,West Tammychester,2023-10-05,20:32,Windy
Jane,artistic_activities,Movie Watching,North Carolside,2023-09-26,09:49,Sunny
Jane,artistic_activities,Dance Class,East Nicole,2023-10-15,09:51,Windy
John,physical_activities,Meditation Retreat ,Lake Brenda,2023-10-07,17:30,Snowy
Doe,night_activities,Potluck Dinner,Marksburgh,2023-09-22,22:47,Cloudy
Bob,water_activities,Stargazing,Jenniferberg,2023-09-23,22:56,Sunny
John,physical_activities,Roller Skating,Port Lauren,2023-09-16,10:10,Sunny
Jane,artistic_activities,Potluck Dinner,Richardtown,2023-09-23,01:42,Rainy
Bob,water_activities,Canoeing,Thompsonfort,2023-10-01,20:31,Windy
Mallory,extreme_activities,Kayaking,Christopherport,2023-10-02,13:34,Windy
John,physical_activities,Tennis,Jessicaberg,2023-09-24,20:11,Windy
John,physical_activities,Hiking ,New Tracibury,2023-10-06,02:11,Sunny
John,physical_activities,Walking the dog,Pearsonville,2023-09-28,23:22,Sunny
Doe,night_activities,Walking the dog,North Douglasport,2023-09-22,17:15,Windy
Jane,artistic_activities,Theater Visit,Lawrenceburgh,2023-09-27,06:31,Cloudy
Bob,water_activities,Movie Watching,West Ericview,2023-10-05,00:34,Sunny
Doe,night_activities,Hiking ,Lisahaven,2023-10-08,18:22,Sunny
Alice,outdoor_activities,Potluck Dinner,Gaineschester,2023-10-02,03:32,Sunny
Alice,outdoor_activities,Hiking ,Sanchezshire,2023-10-04,04:39,Rainy
John,physical_activities,Skiing,Port Jesusland,2023-09-26,16:44,Cloudy
John,physical_activities,Baseball,South Laurenview,2023-09-30,14:01,Sunny
Bob,water_activities,Movie Watching,East Alan,2023-09-29,02:58,Sunny
Bob,water_activities,Stargazing,South Cherylborough,2023-10-04,04:09,Cloudy
Doe,night_activities,Hiking ,North Briannahaven,2023-09-23,22:29,Sunny
John,physical_activities,Hiking ,Mckenziehaven,2023-09-24,22:30,Snowy
John,physical_activities,Sightseeing ,Michaelshire,2023-09-24,07:37,Windy
Bob,water_activities,Sauna  ,Mccallmouth,2023-09-29,14:45,Windy
Bob,water_activities,Walking the dog,New Jennifer,2023-10-14,02:04,Sunny
Alice,outdoor_activities,Shopping ,East Jameschester,2023-10-07,13:43,Cloudy
Alice,outdoor_activities,Movie Watching,Zacharyfort,2023-10-01,01:17,Snowy
John,physical_activities,Manicure/Pedicure,Clairestad,2023-09-28,14:53,Snowy
Jane,artistic_activities,Stargazing,North Seanhaven,2023-09-25,00:59,Snowy
Alice,outdoor_activities,Hiking ,Salinasmouth,2023-09-24,04:29,Snowy
Doe,night_activities,Walking the dog,Guzmantown,2023-09-17,18:32,Rainy
Doe,night_activities,Movie Watching,New Debra,2023-10-05,01:19,Cloudy
Charlie,sports_activities,Movie Watching,Sarahmouth,2023-09-29,22:52,Snowy
Charlie,sports_activities,Walking the dog,New Mary,2023-10-06,05:46,Windy
Jane,artistic_activities,Opera Attendance ,Millerburgh,2023-10-03,18:30,Rainy
Doe,night_activities,Potluck Dinner,East Racheltown,2023-10-06,23:51,Cloudy
Eve,home_activities,Hot Spring Bath,Lake Trevorland,2023-10-03,09:07,Sunny
Doe,night_activities,Walking the dog,Nathanfort,2023-09-22,23:43,Sunny
Doe,night_activities,Movie Watching,East Nicholasberg,2023-09-28,21:00,Windy
John,physical_activities,Walking the dog,Thomasborough,2023-10-15,23:53,Cloudy
Mallory,extreme_activities,Movie Watching,Josephfurt,2023-09-21,23:00,Windy
John,physical_activities,Running,Nealshire,2023-09-27,11:53,Snowy
Doe,night_activities,Hiking ,New Rachelberg,2023-09-18,01:56,Rainy
Mallory,extreme_activities,Walking the dog,Johnsonville,2023-10-15,04:58,Snowy
Jane,artistic_activities,Language Learning,Valdezville,2023-10-07,14:04,Sunny
Charlie,sports_activities,Snowboarding ,New James,2023-10-06,16:02,Sunny
Eve,home_activities,Hiking ,Lake Paul,2023-10-11,00:51,Rainy
Charlie,sports_activities,Hiking ,Andersonshire,2023-10-13,23:27,Cloudy
Doe,night_activities,Movie Watching,East Travis,2023-09-24,15:48,Snowy
Mallory,extreme_activities,Rafting,West Jonathan,2023-10-04,10:03,Windy
Eve,home_activities,Playing a musical instrument,Kristenview,2023-09-28,11:39,Cloudy
John,physical_activities,Movie Watching,Hollytown,2023-09-28,21:39,Sunny
John,physical_activities,Stargazing,Floresborough,2023-09-17,01:06,Rainy
Alice,outdoor_activities,Fishing ,Jessicastad,2023-09-28,06:44,Snowy
Jane,artistic_activities,Ballet Attendance,Reginaton,2023-10-10,17:40,Cloudy
Bob,water_activities,Swimming,Williamsberg,2023-10-03,08:32,Windy
Jane,artistic_activities,Concert Attendance,Port Larryville,2023-09-25,09:52,Rainy
Bob,water_activities,Canoeing,West Alejandroview,2023-10-15,17:24,Windy
Jane,artistic_activities,Walking the dog,Graceport,2023-10-03,03:03,Cloudy
Bob,water_activities,Whale Watching,West Michael,2023-09-18,20:01,Windy
Jane,artistic_activities,Wine Tasting,Lynnshire,2023-09-22,19:08,Cloudy
Mallory,extreme_activities,Rock Climbing ,Lake Samanthaland,2023-09-24,09:22,Cloudy
Bob,water_activities,Hiking ,West Eric,2023-09-20,01:00,Snowy
Eve,home_activities,Reading ,Crystalstad,2023-09-27,19:22,Sunny
Charlie,sports_activities,Dancing ,Branditon,2023-10-12,10:49,Rainy
Charlie,sports_activities,Skiing ,Jordanshire,2023-10-01,16:53,Windy
Alice,outdoor_activities,Aquarium Visit,Grayton,2023-09-23,20:41,Rainy
Charlie,sports_activities,Rugby,South Joshua,2023-10-15,06:00,Sunny
Eve,home_activities,Yoga ,South Mathew,2023-10-08,11:43,Rainy
Mallory,extreme_activities,Rock Climbing ,Alyssaville,2023-10-05,13:37,Cloudy
John,physical_activities,Hiking,North Megan,2023-10-10,19:45,Sunny
John,physical_activities,Snowboarding,Johnville,2023-09-21,13:45,Windy
John,physical_activities,Bowling,North Josephmouth,2023-10-13,20:26,Rainy
Eve,home_activities,Stargazing,West Zacharyfort,2023-09-27,21:30,Rainy
Doe,night_activities,Hiking ,Edwardsfort,2023-09-20,05:10,Sunny
Alice,outdoor_activities,Fruit Picking,East Markton,2023-09-21,19:25,Rainy
Bob,water_activities,Stargazing,Lake Michelleshire,2023-10-10,02:31,Windy
Bob,water_activities,Potluck Dinner,Mitchellberg,2023-10-07,05:28,Snowy
Doe,night_activities,Stargazing,South Isabel,2023-09-26,00:22,Cloudy
Charlie,sports_activities,Fencing,Washingtonview,2023-10-09,20:51,Snowy
Mallory,extreme_activities,Rafting,Garciabury,2023-09-22,06:23,Windy
Mallory,extreme_activities,Ice Skating,Alexandraton,2023-10-08,11:06,Sunny
Eve,home_activities,Gardening ,Lake Tammy,2023-09-25,10:37,Snowy
Alice,outdoor_activities,Sailing ,North Johnmouth,2023-10-08,07:29,Sunny
Bob,water_activities,Movie Watching,Wellshaven,2023-09-18,01:43,Rainy
Eve,home_activities,Potluck Dinner,Lake Jessica,2023-10-15,03:37,Snowy
John,physical_activities,Potluck Dinner,Hooverhaven,2023-09-26,04:52,Sunny
Mallory,extreme_activities,Archery,Orozcomouth,2023-09-25,08:16,Snowy
Eve,home_activities,Barbecue,Monicaport,2023-09-25,14:52,Cloudy
Eve,home_activities,Hiking ,North Carlport,2023-10-01,00:32,Windy
Mallory,extreme_activities,Movie Watching,Cameronmouth,2023-09-21,21:16,Sunny
John,physical_activities,Rock Climbing ,Briannaville,2023-10-06,19:21,Rainy
Bob,water_activities,Potluck Dinner,Port Jameshaven,2023-09-17,04:53,Cloudy
Bob,water_activities,Kayaking,Brandytown,2023-09-26,10:10,Cloudy
Doe,night_activities,Hiking ,Barkerberg,2023-09-22,22:56,Rainy
Eve,home_activities,Facial Treatment,Joshuaton,2023-09-26,11:38,Windy
Mallory,extreme_activities,Rock Climbing ,New Amber,2023-10-01,07:59,Sunny
Bob,water_activities,Surfing,South Jeffrey,2023-09-18,14:40,Sunny
Bob,water_activities,Hiking ,New Keith,2023-10-14,00:59,Cloudy
Bob,water_activities,Movie Watching,New Charlesburgh,2023-10-12,01:18,Snowy
Jane,artistic_activities,Tea Ceremony,East Yeseniafurt,2023-10-03,11:08,Cloudy
Mallory,extreme_activities,Kite Flying,Wrightchester,2023-10-12,19:23,Sunny
John,physical_activities,Hiking ,Kellyberg,2023-10-05,22:43,Sunny
Doe,night_activities,Walking the dog,Angelamouth,2023-09-29,08:27,Snowy
John,physical_activities,Walking the dog,Taylorside,2023-10-04,06:59,Cloudy
Bob,water_activities,Swimming,Jeffreymouth,2023-09-27,12:43,Snowy
Doe,night_activities,Stargazing,Smithville,2023-10-15,22:02,Windy
Alice,outdoor_activities,Kite Flying,New Gabrielchester,2023-09-18,09:16,Cloudy
Alice,outdoor_activities,Card Games ,Rebekahport,2023-10-01,08:09,Rainy
Eve,home_activities,Hiking ,East Kelseybury,2023-09-25,05:13,Windy
Charlie,sports_activities,Bowling,Patriciaberg,2023-09-29,19:56,Snowy
Jane,artistic_activities,Art Class,West Shawna,2023-09-23,08:11,Snowy
Eve,home_activities,Board Games ,West Joshuamouth,2023-09-19,16:41,Snowy
Bob,water_activities,Swimming,Bryanstad,2023-09-23,07:10,Snowy
Mallory,extreme_activities,Movie Watching,Lake Brookefurt,2023-09-19,02:14,Rainy
Jane,artistic_activities,Stargazing,Michaelstad,2023-09-21,00:46,Snowy
Mallory,extreme_activities,Snowboarding ,East Sarah,2023-10-15,18:28,Rainy
Bob,water_activities,Swimming,Barberton,2023-09-24,07:31,Sunny
Eve,home_activities,Potluck Dinner,New Mariahstad,2023-10-10,04:04,Sunny
Alice,outdoor_activities,Fishing ,Thompsonport,2023-10-14,16:19,Rainy
Bob,water_activities,Hiking ,New Robin,2023-10-15,04:13,Windy
John,physical_activities,Horse Riding ,Owenborough,2023-09-30,20:53,Snowy
Bob,water_activities,Canoeing,Port Jonathanland,2023-10-09,13:57,Windy
Bob,water_activities,Whale Watching,Port Johnmouth,2023-10-12,11:19,Cloudy
Jane,artistic_activities,Playing a musical instrument,Port Sandraville,2023-09-25,06:39,Sunny
John,physical_activities,Rock Climbing ,East Morganberg,2023-09-19,14:41,Windy
Bob,water_activities,Walking the dog,South Josephmouth,2023-09-18,04:12,Snowy
Alice,outdoor_activities,Walking the dog,New Lori,2023-10-14,03:55,Windy
Alice,outdoor_activities,Sunbathing ,West Autumnland,2023-10-08,06:30,Sunny
Bob,water_activities,Sailing,Hoodstad,2023-09-27,09:56,Windy
Bob,water_activities,Walking the dog,Williamshaven,2023-09-27,23:15,Rainy
Charlie,sports_activities,Potluck Dinner,North Kelly,2023-10-15,23:51,Sunny
John,physical_activities,Manicure/Pedicure,Lake Jamesstad,2023-09-21,15:11,Windy
Jane,artistic_activities,Movie Watching,Port Bradley,2023-09-20,23:41,Rainy
